"","pathway","Sample","Value","sex","timepoint","Cage.Litter","Cohort","Diet","Treatment","legend"
"3017","PWY-7094","x218w5",-7.36099637931591,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3018","PWY-7094","x219w10",-7.35398421632556,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3019","PWY-7094","x219w5",-7.02199475587781,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3020","PWY-7094","x221w10",-6.45945405356503,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3021","PWY-7094","x221w5",-7.77835344146781,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3022","PWY-7094","x223w10",-6.46628612500592,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3023","PWY-7094","x223w5",-7.22369968359138,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3024","PWY-7094","x224w10",-3.86185085334356,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3025","PWY-7094","x224w5",-7.05002538973424,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3026","PWY-7094","x225w10",-7.85122087982947,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3027","PWY-7094","x225w5",-7.87223498208667,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3028","PWY-7094","x226w10",-6.45635016592887,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3029","PWY-7094","x226w5",-7.99183484784956,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3030","PWY-7094","x227w10",-7.55958683403231,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3031","PWY-7094","x227w5",-4.05987156432323,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3032","PWY-7094","x228w10",-7.06446572340151,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3033","PWY-7094","x228w5",-3.3036600902883,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3034","PWY-7094","x231w10",-6.74063497582867,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3035","PWY-7094","x231w5",-6.77434425652665,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3036","PWY-7094","x232w10",-4.5140136379146,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3037","PWY-7094","x232w5",-6.91282298257309,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3038","PWY-7094","x233w10",-2.68813369304826,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3039","PWY-7094","x233w5",-7.15790371493785,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3040","PWY-7094","x234w10",-7.60776128439364,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3041","PWY-7094","x234w5",-6.98635544955606,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3042","PWY-7094","x235w10",-5.87336444550152,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3043","PWY-7094","x235w5",-6.96970804149815,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3044","PWY-7094","x236w10",-2.91963756588258,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3045","PWY-7094","x236w5",-6.83148683175392,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3046","PWY-7094","x237w10",-6.11199220476832,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3047","PWY-7094","x237w5",-7.34257335746536,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3048","PWY-7094","x238w10",-7.42398306073847,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3049","PWY-7094","x238w5",-7.22091964197455,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3050","PWY-7094","x239w10",-2.28314997486895,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3051","PWY-7094","x239w5",-6.97327439147961,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3052","PWY-7094","x241w10",-2.97167690267867,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3053","PWY-7094","x243w10",-2.93438372725247,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3054","PWY-7094","x243w5",-6.27560882998715,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3055","PWY-7094","x245w10",-5.76741168422026,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3056","PWY-7094","x245w5",-6.84903262527671,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3057","PWY-7094","x246w10",-7.34966118446008,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3058","PWY-7094","x246w5",-6.34979207593375,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3059","PWY-7094","x247w10",-7.17880328733461,"F","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3060","PWY-7094","x247w5",-6.88098148881241,"F","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3061","PWY-7094","x248w10",-7.67019707099431,"F","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3062","PWY-7094","x248w5",-6.84655902304057,"F","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3063","PWY-7094","x250w10",-6.77024815822103,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3064","PWY-7094","x250w5",-3.42364309317233,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3065","PWY-7094","x251w10",-7.73339406244448,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3066","PWY-7094","x251w5",-2.96407323521096,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3067","PWY-7094","x252w10",-7.49377702031215,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3068","PWY-7094","x252w5",-2.81129377693852,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"3069","PWY-7094","x302w10",-7.64103829140753,"F","w10",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"3070","PWY-7094","x302w5",-7.64000012136132,"F","w5",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"3071","PWY-7094","x303w10",-7.54053542923756,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"3072","PWY-7094","x303w5",-7.44612515894258,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"3073","PWY-7094","x304w10",-7.30191512462856,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"3074","PWY-7094","x304w5",-6.92266859833098,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"3075","PWY-7094","x305w10",-7.59374652705682,"F","w10",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"3076","PWY-7094","x305w5",-7.22454426810622,"F","w5",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"3077","PWY-7094","x306w10",-7.18501324340837,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"3078","PWY-7094","x306w5",-7.15243110927412,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"3079","PWY-7094","x308w10",-7.03791501100648,"M","w10",125,3,"HFHS","Vehicle","HFHS Vehicle"
"3080","PWY-7094","x308w5",-7.39512057233372,"M","w5",125,3,"HFHS","Vehicle","HFHS Vehicle"
"3081","PWY-7094","x310w10",-6.49918636006634,"M","w10",125,3,"HFHS","Vehicle","HFHS Vehicle"
"3082","PWY-7094","x310w5",-7.13339682353339,"M","w5",125,3,"HFHS","Vehicle","HFHS Vehicle"
"3083","PWY-7094","x311w5",-7.08169311979639,"F","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3084","PWY-7094","x312w10",-6.10538680440099,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3085","PWY-7094","x312w5",-6.4910729120226,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3086","PWY-7094","x314w10",-5.71959475932028,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3087","PWY-7094","x314w5",-6.78789360203953,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3088","PWY-7094","x315w10",-6.02003235648628,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3089","PWY-7094","x315w5",-6.93981392167367,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3090","PWY-7094","x401w10",-6.87249410106231,"F","w10",129,4,"Control","Vehicle","Control Vehicle"
"3091","PWY-7094","x401w5",-7.5042283100265,"F","w5",129,4,"Control","Vehicle","Control Vehicle"
"3092","PWY-7094","x402w10",-6.70357717149205,"F","w10",129,4,"Control","Vehicle","Control Vehicle"
"3093","PWY-7094","x402w5",-7.5171318944626,"F","w5",129,4,"Control","Vehicle","Control Vehicle"
"3094","PWY-7094","x405w10",-7.12182247454289,"M","w10",129,4,"Control","Vehicle","Control Vehicle"
"3095","PWY-7094","x405w5",-7.20627979311872,"M","w5",129,4,"Control","Vehicle","Control Vehicle"
"3096","PWY-7094","x407w10",-7.24787402196931,"M","w10",129,4,"Control","Vehicle","Control Vehicle"
"3097","PWY-7094","x407w5",-6.96769358400274,"M","w5",129,4,"Control","Vehicle","Control Vehicle"
"3098","PWY-7094","x408w10",-7.15186346040041,"F","w10",113,4,"Control","Vehicle","Control Vehicle"
"3099","PWY-7094","x408w5",-7.07579712985218,"F","w5",113,4,"Control","Vehicle","Control Vehicle"
"3100","PWY-7094","x409w10",-8.29305953443798,"F","w10",113,4,"Control","Vehicle","Control Vehicle"
"3101","PWY-7094","x409w5",-7.0661176787009,"F","w5",113,4,"Control","Vehicle","Control Vehicle"
"3102","PWY-7094","x412w10",-8.14646501744147,"M","w10",113,4,"Control","Vehicle","Control Vehicle"
"3103","PWY-7094","x412w5",-7.48265834485418,"M","w5",113,4,"Control","Vehicle","Control Vehicle"
"3104","PWY-7094","x413w10",-7.37380793043955,"M","w10",113,4,"Control","Vehicle","Control Vehicle"
"3105","PWY-7094","x413w5",-7.2079222786773,"M","w5",113,4,"Control","Vehicle","Control Vehicle"
"3106","PWY-7094","x419w10",-6.97819444513506,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3107","PWY-7094","x419w5",-7.29830170016753,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3108","PWY-7094","x420w10",-7.5302089027107,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3109","PWY-7094","x420w5",-8.31104584898373,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3110","PWY-7094","x421w10",-7.02245651391546,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3111","PWY-7094","x421w5",-7.24160073717088,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3112","PWY-7094","x422w10",-6.8451686223841,"M","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3113","PWY-7094","x423w10",-8.31101977735477,"M","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3114","PWY-7094","x423w5",-7.33379198245187,"M","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3115","PWY-7094","x435w10",-3.96792528286924,"F","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3116","PWY-7094","x435w5",-7.46595176738359,"F","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3117","PWY-7094","x436w10",-7.56722443184483,"F","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3118","PWY-7094","x436w5",-7.3775007429771,"F","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3119","PWY-7094","x438w10",-8.27922082184001,"M","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3120","PWY-7094","x438w5",-7.08035805637546,"M","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3121","PWY-7094","x439w10",-7.34153967697955,"M","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3122","PWY-7094","x439w5",-6.84821793860717,"M","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"3123","PWY-7094","x501w10",-7.9121649954184,"F","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3124","PWY-7094","x501w5",-7.43707577611568,"F","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3125","PWY-7094","x503w10",-7.89612676648316,"F","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3126","PWY-7094","x503w5",-7.21116150164654,"F","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3127","PWY-7094","x506w10",-7.86299562085932,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3128","PWY-7094","x506w5",-7.25007091845122,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3129","PWY-7094","x115w5repeat",-7.10844213415568,"F","w5",104,1,"Control","Vehicle","Control Vehicle"
"3130","PWY-7094","x241w5repeat",-6.45788670811545,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3131","PWY-7094","x311w10pos",-6.9178844829547,"F","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3132","PWY-7094","x422w5repeat",-6.76788923655419,"M","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"3133","PWY-7094","x507w10",-6.61972292696886,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3134","PWY-7094","x507w5",-6.65045905809552,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3135","PWY-7094","x508w10",-6.29997724791601,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3136","PWY-7094","x508w5",-6.77072537063968,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"3137","PWY-7400","x101w10",2.73626089596505,"F","w10",105,1,"Control","Vehicle","Control Vehicle"
"3138","PWY-7400","x101w5",2.44532528789203,"F","w5",105,1,"Control","Vehicle","Control Vehicle"
"3139","PWY-7400","x102w10",2.72573264273947,"F","w10",105,1,"Control","Vehicle","Control Vehicle"
"3140","PWY-7400","x102w5",2.64677201054633,"F","w5",105,1,"Control","Vehicle","Control Vehicle"
"3141","PWY-7400","x103w10",3.44271676716318,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"3142","PWY-7400","x103w5",2.9837644709649,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"3143","PWY-7400","x104w10",2.873130772417,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"3144","PWY-7400","x104w5",2.6422613063647,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"3145","PWY-7400","x105w10",3.25160796220065,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"3146","PWY-7400","x105w5",2.45264616247183,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"3147","PWY-7400","x106w10",3.41242149471714,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"3148","PWY-7400","x106w5",2.85465432134632,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"3149","PWY-7400","x109w10",3.59051334338769,"M","w10",110,1,"HFHS","Vehicle","HFHS Vehicle"
"3150","PWY-7400","x109w5",3.01723262477382,"M","w5",110,1,"HFHS","Vehicle","HFHS Vehicle"
"3151","PWY-7400","x110w10",3.23982675322337,"M","w10",110,1,"HFHS","Vehicle","HFHS Vehicle"
"3152","PWY-7400","x110w5",2.83640322551684,"M","w5",110,1,"HFHS","Vehicle","HFHS Vehicle"
"3153","PWY-7400","x113w10",2.63274275971302,"F","w10",104,1,"Control","Vehicle","Control Vehicle"
"3154","PWY-7400","x113w5",2.39543623897302,"F","w5",104,1,"Control","Vehicle","Control Vehicle"
"3155","PWY-7400","x115w10",2.39894118811314,"F","w10",104,1,"Control","Vehicle","Control Vehicle"
"3156","PWY-7400","x116w10",3.07388735835444,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"3157","PWY-7400","x116w5",2.42456030394668,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"3158","PWY-7400","x117w10",3.0685019307836,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"3159","PWY-7400","x117w5",3.31242497801947,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"3160","PWY-7400","x119w10",2.96012226524636,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"3161","PWY-7400","x119w5",3.03682232926434,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"3162","PWY-7400","x121w10",3.22886574396535,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"3163","PWY-7400","x121w5",3.04771429579086,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"3164","PWY-7400","x122w10",2.95584338472246,"F","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3165","PWY-7400","x122w5",3.03644323586487,"F","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3166","PWY-7400","x124w10",3.57082232447314,"F","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3167","PWY-7400","x124w5",2.89768610001631,"F","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3168","PWY-7400","x125w10",3.42208655512146,"M","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3169","PWY-7400","x125w5",3.34363846517081,"M","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3170","PWY-7400","x126w10",3.40782678512152,"M","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3171","PWY-7400","x126w5",3.3636530660328,"M","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3172","PWY-7400","x128w10",3.23916315353637,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3173","PWY-7400","x128w5",3.3830466341783,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3174","PWY-7400","x130w10",3.27656546715861,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3175","PWY-7400","x130w5",3.26348684728594,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3176","PWY-7400","x131w10",2.519147778493,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3177","PWY-7400","x131w5",2.90945390180803,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3178","PWY-7400","x132w10",3.38037759065044,"M","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3179","PWY-7400","x132w5",3.56038740151642,"M","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3180","PWY-7400","x133w10",3.27418716082272,"M","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3181","PWY-7400","x133w5",3.57737327236435,"M","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"3182","PWY-7400","x134w10",3.47272780316292,"F","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3183","PWY-7400","x134w5",3.80338819302191,"F","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3184","PWY-7400","x135w10",3.53753146215318,"F","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3185","PWY-7400","x135w5",3.34506928973147,"F","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3186","PWY-7400","x136w10",3.27663392829087,"M","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3187","PWY-7400","x136w5",3.45669033019806,"M","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3188","PWY-7400","x137w10",2.99472378112456,"M","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3189","PWY-7400","x137w5",3.12234293266564,"M","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"3190","PWY-7400","x201w10",2.7104726865262,"F","w10",117,2,"Control","Vehicle","Control Vehicle"
"3191","PWY-7400","x201w5",3.45092137578008,"F","w5",117,2,"Control","Vehicle","Control Vehicle"
"3192","PWY-7400","x202w10",3.24763307080817,"F","w10",117,2,"Control","Vehicle","Control Vehicle"
"3193","PWY-7400","x202w5",3.3941973347151,"F","w5",117,2,"Control","Vehicle","Control Vehicle"
"3194","PWY-7400","x204w10",3.09260987821235,"M","w10",117,2,"Control","Vehicle","Control Vehicle"
"3195","PWY-7400","x204w5",2.8195204284866,"M","w5",117,2,"Control","Vehicle","Control Vehicle"
"3196","PWY-7400","x207w10",3.11055721886193,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"3197","PWY-7400","x207w5",3.32318580797954,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
"3198","PWY-7400","x208w10",3.08834738590655,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"3199","PWY-7400","x208w5",3.54089642054735,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
"3200","PWY-7400","x209w10",3.11714858532356,"M","w10",117,2,"Control","Vehicle","Control Vehicle"
"3201","PWY-7400","x209w5",3.51117721936706,"M","w5",117,2,"Control","Vehicle","Control Vehicle"
"3202","PWY-7400","x211w10",2.88091620063643,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3203","PWY-7400","x211w5",3.09313371187104,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3204","PWY-7400","x212w10",3.17566055197284,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3205","PWY-7400","x212w5",3.36090750357482,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3206","PWY-7400","x213w10",3.04689409658492,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3207","PWY-7400","x213w5",3.35744111697479,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3208","PWY-7400","x216w10",2.48122931293762,"M","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3209","PWY-7400","x216w5",3.21713486981991,"M","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3210","PWY-7400","x217w10",3.21055312121366,"M","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3211","PWY-7400","x217w5",3.20123098896267,"M","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3212","PWY-7400","x218w10",3.12715898712966,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3213","PWY-7400","x218w5",3.39998668717197,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3214","PWY-7400","x219w10",3.29662793238015,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3215","PWY-7400","x219w5",3.26561922789457,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3216","PWY-7400","x221w10",3.10130481237112,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3217","PWY-7400","x221w5",3.31612181430889,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3218","PWY-7400","x223w10",3.48360297228289,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3219","PWY-7400","x223w5",3.25083851166667,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3220","PWY-7400","x224w10",3.53661640171198,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3221","PWY-7400","x224w5",3.32749119436933,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3222","PWY-7400","x225w10",3.57326136188528,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3223","PWY-7400","x225w5",3.1372419616489,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3224","PWY-7400","x226w10",3.23937834230829,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3225","PWY-7400","x226w5",3.4766652354937,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3226","PWY-7400","x227w10",3.61388507855549,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3227","PWY-7400","x227w5",3.29062521277313,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3228","PWY-7400","x228w10",3.54264501353253,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3229","PWY-7400","x228w5",3.16461043064713,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3230","PWY-7400","x231w10",3.20741748413913,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3231","PWY-7400","x231w5",3.44120621415874,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3232","PWY-7400","x232w10",3.16808905176712,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3233","PWY-7400","x232w5",3.4409099269986,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3234","PWY-7400","x233w10",3.26676531504097,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3235","PWY-7400","x233w5",3.53978291521526,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3236","PWY-7400","x234w10",3.54930494214389,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3237","PWY-7400","x234w5",3.43484827029176,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3238","PWY-7400","x235w10",3.25092302661502,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3239","PWY-7400","x235w5",3.43586411716742,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3240","PWY-7400","x236w10",3.12172783155273,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3241","PWY-7400","x236w5",3.23150743964927,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3242","PWY-7400","x237w10",3.22222402427748,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3243","PWY-7400","x237w5",3.49374158001386,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3244","PWY-7400","x238w10",3.52109658745446,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3245","PWY-7400","x238w5",3.40341405953442,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3246","PWY-7400","x239w10",3.80248030479568,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3247","PWY-7400","x239w5",3.33952382334927,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3248","PWY-7400","x241w10",3.6468571107389,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3249","PWY-7400","x243w10",3.56542820639663,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3250","PWY-7400","x243w5",3.64277300972788,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"3251","PWY-7400","x245w10",3.28305625640991,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3252","PWY-7400","x245w5",3.59247645872542,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3253","PWY-7400","x246w10",3.1188098792176,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3254","PWY-7400","x246w5",3.80105492814692,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"3255","PWY-7400","x247w10",3.32703934813965,"F","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
