"sex","timepoint","Family",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Male","week 10","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.885233914473202,1,"0.88523","ns","Wilcoxon","Abundance",0.0353553390593274,12,12,"small"
"Male","week 10","Desulfovibrionaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.086643733654737,1,"0.08664","ns","Wilcoxon","Abundance",0.34811410766107,13,12,"moderate"
"Male","week 10","Eggerthellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.370740303356746,1,"0.37074","ns","Wilcoxon","Abundance",0.188602813385576,12,12,"small"
"Male","week 10","Eggerthellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",6.37069557961336e-05,0.054,"6.4e-05","****","Wilcoxon","Abundance",0.805168728997754,12,13,"large"
"Male","week 10","Eggerthellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.193930852282411,1,"0.19393","ns","Wilcoxon","Abundance",0.271057599454843,12,12,"small"
"Male","week 10","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0273030080907982,1,"0.02730","*","Wilcoxon","Abundance",0.446881415705554,12,13,"moderate"
"Male","week 10","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.930972476430351,1,"0.93097","ns","Wilcoxon","Abundance",0.0235753516731969,12,12,"small"
"Male","week 10","Eggerthellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00211360968540401,1,"0.00211","**","Wilcoxon","Abundance",0.62019753449827,13,12,"large"
"Female","week 5","Eggerthellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.00354263219558537,1,"0.00354","**","Wilcoxon","Abundance",0.601171467666522,12,12,"large"
"Female","week 5","Eggerthellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.707393281719995,1,"0.70739","ns","Wilcoxon","Abundance",0.0825137308561893,12,12,"small"
"Female","week 5","Eggerthellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.201081157703131,1,"0.20108","ns","Wilcoxon","Abundance",0.261135803999272,12,13,"small"
"Female","week 5","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00510790542499549,1,"0.00511","**","Wilcoxon","Abundance",0.577470537969014,12,12,"large"
"Female","week 5","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.221013097193618,1,"0.22101","ns","Wilcoxon","Abundance",0.250207014881394,12,13,"small"
"Female","week 5","Eggerthellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.121094567038586,1,"0.12109","ns","Wilcoxon","Abundance",0.315478410067844,12,13,"moderate"
"Female","week 10","Eggerthellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Female","week 10","Eggerthellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.236584093321876,1,"0.23658","ns","Wilcoxon","Abundance",0.247487373415292,12,12,"small"
"Female","week 10","Eggerthellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.68331315871718,1,"0.68331","ns","Wilcoxon","Abundance",0.0870285269152674,12,13,"small"
"Female","week 10","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.193930852282411,1,"0.19393","ns","Wilcoxon","Abundance",0.271057599454843,12,12,"small"
"Female","week 10","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.764817539583927,1,"0.76482","ns","Wilcoxon","Abundance",0.0652713951864505,12,13,"small"
"Female","week 10","Eggerthellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0133283287808176,1,"0.01333","*","Wilcoxon","Abundance",0.500414029762787,12,13,"large"
"Male","week 5","Eggerthellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.00510790542499549,1,"0.00511","**","Wilcoxon","Abundance",0.577470537969014,12,12,"large"
"Male","week 5","Eggerthellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0012105893579225,0.95,"0.00121","**","Wilcoxon","Abundance",0.652713951864505,12,13,"large"
"Male","week 5","Eggerthellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Male","week 5","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.68331315871718,1,"0.68331","ns","Wilcoxon","Abundance",0.0870285269152674,12,13,"small"
"Male","week 5","Eggerthellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.00354983863491357,1,"0.00355","**","Wilcoxon","Abundance",0.601040764008566,12,12,"large"
"Male","week 5","Eggerthellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000674963854085031,0.54,"0.00067","***","Wilcoxon","Abundance",0.685349649457731,13,12,"large"
"Male","week 5","Enterobacteriaceae","Abundance","Control Vehicle","HFHS Vehicle",0.0424174969639636,1,"0.04242","*","Wilcoxon","Abundance",0.421270858002864,12,12,"moderate"
"Male","week 5","Enterobacteriaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 5","Enterobacteriaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0194921210426381,1,"0.01949","*","Wilcoxon","Abundance",0.484166413439599,12,12,"moderate"
"Male","week 5","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 5","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.580669526385976,1,"0.58067","ns","Wilcoxon","Abundance",0.123010483079161,12,12,"small"
"Male","week 5","Enterobacteriaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,13,12,"small"
"Female","week 5","Enterobacteriaceae","Abundance","Control Vehicle","HFHS Vehicle",0.239444868352014,1,"0.23944","ns","Wilcoxon","Abundance",0.24787265849481,12,12,"small"
"Female","week 5","Enterobacteriaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.239444868352014,1,"0.23944","ns","Wilcoxon","Abundance",0.24787265849481,12,12,"small"
"Female","week 5","Enterobacteriaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.203994820535149,1,"0.20399","ns","Wilcoxon","Abundance",0.261309017312794,12,13,"small"
"Female","week 5","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.964544428953171,1,"0.96454","ns","Wilcoxon","Abundance",0.0181472909694631,12,12,"small"
"Female","week 5","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 5","Enterobacteriaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 10","Enterobacteriaceae","Abundance","Control Vehicle","HFHS Vehicle",0.161037752198319,1,"0.16104","ns","Wilcoxon","Abundance",0.293434189963393,12,12,"small"
"Female","week 10","Enterobacteriaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0685332249973287,1,"0.06853","ns","Wilcoxon","Abundance",0.379555008320178,12,12,"moderate"
"Female","week 10","Enterobacteriaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.278602126137439,1,"0.27860","ns","Wilcoxon","Abundance",0.223259432186012,12,13,"small"
"Female","week 10","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.580669526385976,1,"0.58067","ns","Wilcoxon","Abundance",0.123010483079161,12,12,"small"
"Female","week 10","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.785320546499448,1,"0.78532","ns","Wilcoxon","Abundance",0.0622610514054157,12,13,"small"
"Female","week 10","Enterobacteriaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.371071673489611,1,"0.37107","ns","Wilcoxon","Abundance",0.187412292016396,12,13,"small"
"Male","week 10","Enterobacteriaceae","Abundance","Control Vehicle","HFHS Vehicle",0.939502482206017,1,"0.93950","ns","Wilcoxon","Abundance",0.0232380617338884,12,12,"small"
"Male","week 10","Enterobacteriaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Male","week 10","Enterobacteriaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.00774602057796281,12,12,"small"
"Male","week 10","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Male","week 10","Enterobacteriaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.00774602057796281,12,12,"small"
"Male","week 10","Enterobacteriaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,13,12,"moderate"
"Female","week 5","Enterococcaceae","Abundance","Control Vehicle","HFHS Vehicle",0.00729788503983557,1,"0.00730","**","Wilcoxon","Abundance",0.554673296370437,12,12,"large"
"Female","week 5","Enterococcaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.00285558548609658,1,"0.00286","**","Wilcoxon","Abundance",0.616211798923126,12,12,"large"
"Female","week 5","Enterococcaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.187684563682725,1,"0.18768","ns","Wilcoxon","Abundance",0.26948040374822,12,13,"small"
"Female","week 5","Enterococcaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Enterococcaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.161251857648641,1,"0.16125","ns","Wilcoxon","Abundance",0.287957362750047,12,13,"small"
"Female","week 5","Enterococcaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0452950543307626,1,"0.04530","*","Wilcoxon","Abundance",0.408899546217591,12,13,"moderate"
"Male","week 5","Enterococcaceae","Abundance","Control Vehicle","HFHS Vehicle",0.0164731558055827,1,"0.01647","*","Wilcoxon","Abundance",0.497840162688997,12,12,"moderate"
"Male","week 5","Enterococcaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0459218910538171,1,"0.04592","*","Wilcoxon","Abundance",0.406480693597679,12,13,"moderate"
"Male","week 5","Enterococcaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.14062535003308,1,"0.14063","ns","Wilcoxon","Abundance",0.308105899461563,12,12,"moderate"
"Male","week 5","Enterococcaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 5","Enterococcaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 5","Enterococcaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.470013227550689,1,"0.47001","ns","Wilcoxon","Abundance",0.154124273061749,13,12,"small"
"Female","week 10","Enterococcaceae","Abundance","Control Vehicle","HFHS Vehicle",0.0194921210426381,1,"0.01949","*","Wilcoxon","Abundance",0.484166413439599,12,12,"moderate"
"Female","week 10","Enterococcaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.00705410240068292,1,"0.00705","**","Wilcoxon","Abundance",0.557713481613322,12,12,"large"
"Female","week 10","Enterococcaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.107664192563797,1,"0.10766","ns","Wilcoxon","Abundance",0.328322694391195,12,13,"moderate"
"Female","week 10","Enterococcaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Enterococcaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.563287058069269,1,"0.56329","ns","Wilcoxon","Abundance",0.125225971862671,12,13,"small"
"Female","week 10","Enterococcaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Male","week 10","Enterococcaceae","Abundance","Control Vehicle","HFHS Vehicle",0.964544428953171,1,"0.96454","ns","Wilcoxon","Abundance",0.0181472909694631,12,12,"small"
"Male","week 10","Enterococcaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 10","Enterococcaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Enterococcaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 10","Enterococcaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 5","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.000383391726577478,0.31,"0.00038","***","Wilcoxon","Abundance",0.731672623231324,12,12,"large"
"Male","week 5","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0452950543307626,1,"0.04530","*","Wilcoxon","Abundance",0.408899546217591,12,13,"moderate"
"Male","week 5","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",3.75846071382431e-05,0.033,"3.8e-05","****","Wilcoxon","Abundance",0.847791247890659,12,12,"large"
"Male","week 5","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0111846407606186,1,"0.01118","*","Wilcoxon","Abundance",0.51314092554332,12,13,"large"
"Male","week 5","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.41790955406111,1,"0.41791","ns","Wilcoxon","Abundance",0.171256841822265,12,12,"small"
"Male","week 5","Erysipelatoclostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00074535030435859,0.59,"0.00075","***","Wilcoxon","Abundance",0.680086589857959,13,12,"large"
"Female","week 5","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.00285558548609658,1,"0.00286","**","Wilcoxon","Abundance",0.616211798923126,12,12,"large"
"Female","week 5","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Female","week 5","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00181425565668135,1,"0.00181","**","Wilcoxon","Abundance",0.630379573231094,12,13,"large"
"Female","week 5","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.053129615198067,1,"0.05313","ns","Wilcoxon","Abundance",0.401327873476923,12,12,"moderate"
"Female","week 5","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.285563564209,1,"0.28556","ns","Wilcoxon","Abundance",0.21920146284678,12,13,"small"
"Female","week 5","Erysipelatoclostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0228692246008859,1,"0.02287","*","Wilcoxon","Abundance",0.461110913080287,12,13,"moderate"
"Female","week 10","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.513856433533076,1,"0.51386","ns","Wilcoxon","Abundance",0.143512230259021,12,12,"small"
"Female","week 10","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.112900304782481,1,"0.11290","ns","Wilcoxon","Abundance",0.331893441792665,12,12,"moderate"
"Female","week 10","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.286947178116908,1,"0.28695","ns","Wilcoxon","Abundance",0.221487254201195,12,13,"small"
"Female","week 10","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.342778353585314,1,"0.34278","ns","Wilcoxon","Abundance",0.201396535027033,12,12,"small"
"Female","week 10","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.612947181799284,1,"0.61295","ns","Wilcoxon","Abundance",0.108956839959477,12,13,"small"
"Female","week 10","Erysipelatoclostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.757291553106118,1,"0.75729","ns","Wilcoxon","Abundance",0.0686754230361143,12,13,"small"
"Male","week 10","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Male","week 10","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 10","Erysipelatoclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00705410240068292,1,"0.00705","**","Wilcoxon","Abundance",0.557713481613322,12,12,"large"
"Male","week 10","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.216749612926814,1,"0.21675","ns","Wilcoxon","Abundance",0.255562216385995,12,13,"small"
"Male","week 10","Erysipelatoclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.195532668453184,1,"0.19553","ns","Wilcoxon","Abundance",0.270989860456046,12,12,"small"
"Male","week 10","Erysipelatoclostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0147696925549912,1,"0.01477","*","Wilcoxon","Abundance",0.494463045860023,13,12,"moderate"
"Female","week 10","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS Vehicle",0.930987446559567,1,"0.93099","ns","Wilcoxon","Abundance",0.0235702260395516,12,12,"small"
"Female","week 10","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.506720514877859,1,"0.50672","ns","Wilcoxon","Abundance",0.14142135623731,12,12,"small"
"Female","week 10","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 10","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.583360466702703,1,"0.58336","ns","Wilcoxon","Abundance",0.117851130197758,12,12,"small"
"Female","week 10","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.165436534058474,1,"0.16544","ns","Wilcoxon","Abundance",0.282842712474619,12,13,"small"
"Female","week 10","Erysipelotrichaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0207944835540628,1,"0.02079","*","Wilcoxon","Abundance",0.467778332169562,12,13,"moderate"
"Male","week 10","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS Vehicle",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Male","week 10","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.605343339336507,1,"0.60534","ns","Wilcoxon","Abundance",0.108785658644084,12,13,"small"
"Male","week 10","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.930987446559567,1,"0.93099","ns","Wilcoxon","Abundance",0.0235702260395516,12,12,"small"
"Male","week 10","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.462763970575789,1,"0.46276","ns","Wilcoxon","Abundance",0.152299922101718,12,13,"small"
"Male","week 10","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.885233914473202,1,"0.88523","ns","Wilcoxon","Abundance",0.0353553390593274,12,12,"small"
"Male","week 10","Erysipelotrichaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.369461942747504,1,"0.36946","ns","Wilcoxon","Abundance",0.184935619694943,13,12,"small"
"Female","week 5","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS Vehicle",0.000477681728956982,0.39,"0.00048","***","Wilcoxon","Abundance",0.718891894206323,12,12,"large"
"Female","week 5","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.00510790542499549,1,"0.00511","**","Wilcoxon","Abundance",0.577470537969014,12,12,"large"
"Female","week 5","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000297895591481399,0.24,"0.00030","***","Wilcoxon","Abundance",0.728863912915364,12,13,"large"
"Female","week 5","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.930987446559567,1,"0.93099","ns","Wilcoxon","Abundance",0.0235702260395516,12,12,"small"
"Female","week 5","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.806636280193047,1,"0.80664","ns","Wilcoxon","Abundance",0.0543928293220421,12,13,"small"
"Female","week 5","Erysipelotrichaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.849015362824316,1,"0.84902","ns","Wilcoxon","Abundance",0.0435142634576337,12,13,"small"
"Male","week 5","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS Vehicle",0.707453967702075,1,"0.70745","ns","Wilcoxon","Abundance",0.0824957911384306,12,12,"small"
"Male","week 5","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.086643733654737,1,"0.08664","ns","Wilcoxon","Abundance",0.34811410766107,12,13,"moderate"
"Male","week 5","Erysipelotrichaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.312321421676216,1,"0.31232","ns","Wilcoxon","Abundance",0.212132034355964,12,12,"small"
"Male","week 5","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Male","week 5","Erysipelotrichaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Male","week 5","Erysipelotrichaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.68331315871718,1,"0.68331","ns","Wilcoxon","Abundance",0.0870285269152674,13,12,"small"
"Male","week 5","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.513856433533076,1,"0.51386","ns","Wilcoxon","Abundance",0.143512230259021,12,12,"small"
"Male","week 5","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 5","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Hungateiclostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 5","Hungateiclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Female","week 5","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Female","week 5","Hungateiclostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Hungateiclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.563287058069269,1,"0.56329","ns","Wilcoxon","Abundance",0.125225971862671,12,13,"small"
"Female","week 5","Hungateiclostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Male","week 10","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 10","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Hungateiclostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.953922857273418,1,"0.95392","ns","Wilcoxon","Abundance",0.0231125081760512,12,13,"small"
"Male","week 10","Hungateiclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.65129104507884,1,"0.65129","ns","Wilcoxon","Abundance",0.1025087358993,12,12,"small"
"Male","week 10","Hungateiclostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.531229768568034,1,"0.53123","ns","Wilcoxon","Abundance",0.134858738929031,13,12,"small"
"Female","week 10","Hungateiclostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Hungateiclostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Hungateiclostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Hydrogenoanaerobacterium","Abundance","Control Vehicle","HFHS Vehicle",1,1,"1.00000","ns","Wilcoxon","Abundance",0.0122868296795748,12,12,"small"
"Female","week 10","Hydrogenoanaerobacterium","Abundance","Control Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Hydrogenoanaerobacterium","Abundance","Control Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Female","week 10","Hydrogenoanaerobacterium","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Hydrogenoanaerobacterium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 5","Hydrogenoanaerobacterium","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Hydrogenoanaerobacterium","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
