"sex","timepoint","Genus",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Male","week 5","Lachnospiraceae UCG-006","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.930927507523667,1,"0.93093","ns","Wilcoxon","Abundance",0.0235907486608009,12,12,"small"
"Male","week 5","Lachnospiraceae UCG-006","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000240450430574118,0.41,"0.00024","***","Wilcoxon","Abundance",0.739884777997936,13,12,"large"
"Female","week 10","Lachnospiraceae UCG-006","Abundance","Control Vehicle","HFHS Vehicle",0.707453967702075,1,"0.70745","ns","Wilcoxon","Abundance",0.0824957911384306,12,12,"small"
"Female","week 10","Lachnospiraceae UCG-006","Abundance","Control Vehicle","HFHS FOS+GOS",0.386372964461236,1,"0.38637","ns","Wilcoxon","Abundance",0.182708975467276,12,12,"small"
"Female","week 10","Lachnospiraceae UCG-006","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0274817479694118,1,"0.02748","*","Wilcoxon","Abundance",0.446364690056877,12,13,"moderate"
"Female","week 10","Lachnospiraceae UCG-006","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.140955219144371,1,"0.14096","ns","Wilcoxon","Abundance",0.306412938514171,12,12,"moderate"
"Female","week 10","Lachnospiraceae UCG-006","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0239620835495901,1,"0.02396","*","Wilcoxon","Abundance",0.456987656998725,12,13,"moderate"
"Female","week 10","Lachnospiraceae UCG-006","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00971958193409466,1,"0.00972","**","Wilcoxon","Abundance",0.522573295676344,12,13,"large"
"Female","week 10","Lachnospiraceae UCG-008","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Lachnospiraceae UCG-008","Abundance","Control Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Lachnospiraceae UCG-008","Abundance","Control Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Female","week 10","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS Vehicle",0.777038583673154,1,"0.77704","ns","Wilcoxon","Abundance",0.0642266096886863,12,12,"small"
"Female","week 10","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS FOS+GOS",0.00705410240068292,1,"0.00705","**","Wilcoxon","Abundance",0.557713481613322,12,12,"large"
"Female","week 10","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Female","week 10","Lachnospiraceae UCG-010","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0164731558055827,1,"0.01647","*","Wilcoxon","Abundance",0.497840162688997,12,12,"moderate"
"Female","week 10","Lachnospiraceae UCG-010","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0127584297695074,1,"0.01276","*","Wilcoxon","Abundance",0.505871042669002,12,13,"large"
"Male","week 10","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS Vehicle",0.342778353585314,1,"0.34278","ns","Wilcoxon","Abundance",0.201396535027033,12,12,"small"
"Male","week 10","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS FOS+GOS",0.0942749904931805,1,"0.09427","ns","Wilcoxon","Abundance",0.342435782729786,12,13,"moderate"
"Male","week 10","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS B. longum APC1472",0.654762370371393,1,"0.65476","ns","Wilcoxon","Abundance",0.0982965335340016,12,12,"small"
"Male","week 10","Lachnospiraceae UCG-010","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.470013227550689,1,"0.47001","ns","Wilcoxon","Abundance",0.154124273061749,12,13,"small"
"Male","week 10","Lachnospiraceae UCG-010","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.38277498577742,1,"0.38277","ns","Wilcoxon","Abundance",0.185904493871107,12,12,"small"
"Male","week 10","Lachnospiraceae UCG-010","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0942749904931805,1,"0.09427","ns","Wilcoxon","Abundance",0.342435782729786,13,12,"moderate"
"Female","week 5","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS Vehicle",0.425509393163092,1,"0.42551","ns","Wilcoxon","Abundance",0.170412452715182,12,12,"small"
"Female","week 5","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS FOS+GOS",0.132582982318096,1,"0.13258","ns","Wilcoxon","Abundance",0.315298769703031,12,12,"moderate"
"Female","week 5","Lachnospiraceae UCG-010","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0298346371350379,1,"0.02983","*","Wilcoxon","Abundance",0.442974508402391,12,13,"moderate"
"Female","week 5","Lachnospiraceae UCG-010","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.580669526385976,1,"0.58067","ns","Wilcoxon","Abundance",0.123010483079161,12,12,"small"
"Female","week 5","Lachnospiraceae UCG-010","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Female","week 5","Lachnospiraceae UCG-010","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Female","week 5","Lactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.00273332335782257,1,"0.00273","**","Wilcoxon","Abundance",0.617542583378664,12,12,"large"
"Female","week 5","Lactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.0225467017051847,1,"0.02255","*","Wilcoxon","Abundance",0.471507033463939,12,12,"moderate"
"Female","week 5","Lactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00123006045074174,1,"0.00123","**","Wilcoxon","Abundance",0.651983838210936,12,13,"large"
"Female","week 5","Lactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",9.39864245572387e-05,0.17,"9.4e-05","****","Wilcoxon","Abundance",0.803135534063038,12,12,"large"
"Female","week 5","Lactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.31298184435927,1,"0.31298","ns","Wilcoxon","Abundance",0.207562621568085,12,13,"small"
"Female","week 5","Lactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00178364978528704,1,"0.00178","**","Wilcoxon","Abundance",0.630344338888896,12,13,"large"
"Male","week 5","Lactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.157212753340004,1,"0.15721","ns","Wilcoxon","Abundance",0.294627825494395,12,12,"small"
"Male","week 5","Lactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.182655120585445,1,"0.18266","ns","Wilcoxon","Abundance",0.271964146610211,12,13,"small"
"Male","week 5","Lactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.04591186074895,1,"0.04591","*","Wilcoxon","Abundance",0.413378583708917,12,12,"moderate"
"Male","week 5","Lactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0114301180144431,1,"0.01143","*","Wilcoxon","Abundance",0.511292595627196,12,13,"large"
"Male","week 5","Lactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.311267219800946,1,"0.31127","ns","Wilcoxon","Abundance",0.212594700193157,12,12,"small"
"Male","week 5","Lactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00582516296971351,1,"0.00583","**","Wilcoxon","Abundance",0.556953121873127,13,12,"large"
"Female","week 10","Lactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.340358371306122,1,"0.34036","ns","Wilcoxon","Abundance",0.200521363616808,12,12,"small"
"Female","week 10","Lactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.524469845257407,1,"0.52447","ns","Wilcoxon","Abundance",0.135824391790073,12,12,"small"
"Female","week 10","Lactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.513129327467937,1,"0.51313","ns","Wilcoxon","Abundance",0.136244334056571,12,13,"small"
"Female","week 10","Lactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00725995498819057,1,"0.00726","**","Wilcoxon","Abundance",0.553900311929462,12,12,"large"
"Female","week 10","Lactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.68331315871718,1,"0.68331","ns","Wilcoxon","Abundance",0.0870285269152674,12,13,"small"
"Female","week 10","Lactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.191661735515717,1,"0.19166","ns","Wilcoxon","Abundance",0.266576133249256,12,13,"small"
"Male","week 10","Lactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.000855166401547792,1,"0.00086","***","Wilcoxon","Abundance",0.686527976682692,12,12,"large"
"Male","week 10","Lactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.723673609831763,1,"0.72367","ns","Wilcoxon","Abundance",0.076149961050859,12,13,"small"
"Male","week 10","Lactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00185448722876721,1,"0.00185","**","Wilcoxon","Abundance",0.641294221200921,12,12,"large"
"Male","week 10","Lactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00169128596362969,1,"0.00169","**","Wilcoxon","Abundance",0.633397668012575,12,13,"large"
"Male","week 10","Lactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.97578329816861,1,"0.97578","ns","Wilcoxon","Abundance",0.0123927018776803,12,12,"small"
"Male","week 10","Lactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000757418557421074,1,"0.00076","***","Wilcoxon","Abundance",0.679057146701976,13,12,"large"
"Female","week 10","Ligilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.976970255321976,1,"0.97697","ns","Wilcoxon","Abundance",0.0117851130197758,12,12,"small"
"Female","week 10","Ligilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.000246206232822773,0.42,"0.00025","***","Wilcoxon","Abundance",0.754247233265651,12,12,"large"
"Female","week 10","Ligilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.891835452746662,1,"0.89184","ns","Wilcoxon","Abundance",0.0326356975932253,12,13,"small"
"Female","week 10","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0165749267498533,1,"0.01657","*","Wilcoxon","Abundance",0.494974746830583,12,12,"moderate"
"Female","week 10","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.978303075335944,1,"0.97830","ns","Wilcoxon","Abundance",0.0108785658644084,12,13,"small"
"Female","week 10","Ligilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000125720472149625,0.22,"0.00013","***","Wilcoxon","Abundance",0.772378176372998,12,13,"large"
"Male","week 5","Ligilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.193930852282411,1,"0.19393","ns","Wilcoxon","Abundance",0.271057599454843,12,12,"small"
"Male","week 5","Ligilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",2.49286946474741e-05,0.046,"2.5e-05","****","Wilcoxon","Abundance",0.848528137423857,12,13,"large"
"Male","week 5","Ligilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00243673480898902,1,"0.00244","**","Wilcoxon","Abundance",0.624610990048117,12,12,"large"
"Male","week 5","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00024111599977502,0.41,"0.00024","***","Wilcoxon","Abundance",0.739742478779773,12,13,"large"
"Male","week 5","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.193930852282411,1,"0.19393","ns","Wilcoxon","Abundance",0.271057599454843,12,12,"small"
"Male","week 5","Ligilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000156638473297119,0.27,"0.00016","***","Wilcoxon","Abundance",0.761499610508589,13,12,"large"
"Male","week 10","Ligilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Male","week 10","Ligilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",3.16785710013428e-05,0.057,"3.2e-05","****","Wilcoxon","Abundance",0.837649571559449,12,13,"large"
"Male","week 10","Ligilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.54437014585661,1,"0.54437","ns","Wilcoxon","Abundance",0.129636243217534,12,12,"small"
"Male","week 10","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",5.07239938399916e-05,0.09,"5.1e-05","****","Wilcoxon","Abundance",0.815892439830632,12,13,"large"
"Male","week 10","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.260236202617189,1,"0.26024","ns","Wilcoxon","Abundance",0.235702260395516,12,12,"small"
"Male","week 10","Ligilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.49286946474741e-05,0.046,"2.5e-05","****","Wilcoxon","Abundance",0.848528137423857,13,12,"large"
"Female","week 5","Ligilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.0350891160940479,1,"0.03509","*","Wilcoxon","Abundance",0.436049181731704,12,12,"moderate"
"Female","week 5","Ligilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",4.69487256495388e-05,0.084,"4.7e-05","****","Wilcoxon","Abundance",0.836743024404081,12,12,"large"
"Female","week 5","Ligilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0154999933352888,1,"0.01550","*","Wilcoxon","Abundance",0.489535463898379,12,13,"moderate"
"Female","week 5","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000123345754403975,0.22,"0.00012","***","Wilcoxon","Abundance",0.789602572324978,12,12,"large"
"Female","week 5","Ligilactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.134705049840079,1,"0.13471","ns","Wilcoxon","Abundance",0.304599844203436,12,13,"moderate"
"Female","week 5","Ligilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0207944835540628,1,"0.02079","*","Wilcoxon","Abundance",0.467778332169562,12,13,"moderate"
"Female","week 5","Limosilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.0484642410766325,1,"0.04846","*","Wilcoxon","Abundance",0.410539090632029,12,12,"moderate"
"Female","week 5","Limosilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.56180687616841,1,"0.56181","ns","Wilcoxon","Abundance",0.125003763869861,12,12,"small"
"Female","week 5","Limosilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0385745864664955,1,"0.03857","*","Wilcoxon","Abundance",0.420997861226167,12,13,"moderate"
"Female","week 5","Limosilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0685332249973287,1,"0.06853","ns","Wilcoxon","Abundance",0.379555008320178,12,12,"moderate"
"Female","week 5","Limosilactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 5","Limosilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0544141861985486,1,"0.05441","ns","Wilcoxon","Abundance",0.39196352596919,12,13,"moderate"
"Female","week 10","Limosilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.583740876782788,1,"0.58374","ns","Wilcoxon","Abundance",0.118424618403026,12,12,"small"
"Female","week 10","Limosilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.132582982318096,1,"0.13258","ns","Wilcoxon","Abundance",0.315298769703031,12,12,"moderate"
"Female","week 10","Limosilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.149927722966041,1,"0.14993","ns","Wilcoxon","Abundance",0.295739994175724,12,13,"small"
"Female","week 10","Limosilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0283628803848164,1,"0.02836","*","Wilcoxon","Abundance",0.45482299444326,12,12,"moderate"
"Female","week 10","Limosilactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0427724730014659,1,"0.04277","*","Wilcoxon","Abundance",0.412052538216686,12,13,"moderate"
"Female","week 10","Limosilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Male","week 5","Limosilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.0194921210426381,1,"0.01949","*","Wilcoxon","Abundance",0.484166413439599,12,12,"moderate"
"Male","week 5","Limosilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.80032635195688,1,"0.80033","ns","Wilcoxon","Abundance",0.0562055032940462,12,13,"small"
"Male","week 5","Limosilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00705410240068292,1,"0.00705","**","Wilcoxon","Abundance",0.557713481613322,12,12,"large"
"Male","week 5","Limosilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00289939455695485,1,"0.00290","**","Wilcoxon","Abundance",0.601782169716616,12,13,"large"
"Male","week 5","Limosilactobacillus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Limosilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00070829693303802,1,"0.00071","***","Wilcoxon","Abundance",0.683599072781475,13,12,"large"
"Male","week 10","Limosilactobacillus","Abundance","Control Vehicle","HFHS Vehicle",0.0366874429478183,1,"0.03669","*","Wilcoxon","Abundance",0.435534983267113,12,12,"moderate"
"Male","week 10","Limosilactobacillus","Abundance","Control Vehicle","HFHS FOS+GOS",0.76761926575489,1,"0.76762","ns","Wilcoxon","Abundance",0.0656645388782389,12,13,"small"
"Male","week 10","Limosilactobacillus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0366874429478183,1,"0.03669","*","Wilcoxon","Abundance",0.435534983267113,12,12,"moderate"
"Male","week 10","Limosilactobacillus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0452950543307626,1,"0.04530","*","Wilcoxon","Abundance",0.408899546217591,12,13,"moderate"
"Male","week 10","Limosilactobacillus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0452950543307626,1,"0.04530","*","Wilcoxon","Abundance",0.408899546217591,13,12,"moderate"
"Female","week 10","Lysinimonas","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Lysinimonas","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Lysinimonas","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 10","Marvinbryantia","Abundance","Control Vehicle","HFHS Vehicle",0.340778613562955,1,"0.34078","ns","Wilcoxon","Abundance",0.200346921336189,12,12,"small"
"Male","week 10","Marvinbryantia","Abundance","Control Vehicle","HFHS FOS+GOS",0.0673683372545182,1,"0.06737","ns","Wilcoxon","Abundance",0.371302081248751,12,13,"moderate"
"Male","week 10","Marvinbryantia","Abundance","Control Vehicle","HFHS B. longum APC1472",0.285476308851882,1,"0.28548","ns","Wilcoxon","Abundance",0.22391714737574,12,12,"small"
"Male","week 10","Marvinbryantia","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00422132566080404,1,"0.00422","**","Wilcoxon","Abundance",0.577675976399862,12,13,"large"
"Male","week 10","Marvinbryantia","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.665005542102029,1,"0.66501","ns","Wilcoxon","Abundance",0.0942809041582063,12,12,"small"
"Male","week 10","Marvinbryantia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0205498792958615,1,"0.02055","*","Wilcoxon","Abundance",0.468680509154605,13,12,"moderate"
"Female","week 10","Marvinbryantia","Abundance","Control Vehicle","HFHS Vehicle",0.236584093321876,1,"0.23658","ns","Wilcoxon","Abundance",0.247487373415292,12,12,"small"
"Female","week 10","Marvinbryantia","Abundance","Control Vehicle","HFHS FOS+GOS",0.000383076491336525,0.64,"0.00038","***","Wilcoxon","Abundance",0.730835901869105,12,12,"large"
"Female","week 10","Marvinbryantia","Abundance","Control Vehicle","HFHS B. longum APC1472",0.182655120585445,1,"0.18266","ns","Wilcoxon","Abundance",0.271964146610211,12,13,"small"
"Female","week 10","Marvinbryantia","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0193469737642102,1,"0.01935","*","Wilcoxon","Abundance",0.483294709300537,12,12,"moderate"
"Female","week 10","Marvinbryantia","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.934973354835189,1,"0.93497","ns","Wilcoxon","Abundance",0.0217571317288168,12,13,"small"
"Female","week 10","Marvinbryantia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0179550775173544,1,"0.01796","*","Wilcoxon","Abundance",0.478748973998665,12,13,"moderate"
"Male","week 5","Marvinbryantia","Abundance","Control Vehicle","HFHS Vehicle",0.72897788501216,1,"0.72898","ns","Wilcoxon","Abundance",0.0766198929378901,12,12,"small"
"Male","week 5","Marvinbryantia","Abundance","Control Vehicle","HFHS FOS+GOS",0.0392021413833697,1,"0.03920","*","Wilcoxon","Abundance",0.417910576703854,12,13,"moderate"
"Male","week 5","Marvinbryantia","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0594838380776331,1,"0.05948","ns","Wilcoxon","Abundance",0.390610745353946,12,12,"moderate"
"Male","week 5","Marvinbryantia","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0392021413833697,1,"0.03920","*","Wilcoxon","Abundance",0.417910576703854,12,13,"moderate"
"Male","week 5","Marvinbryantia","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0984022404353029,1,"0.09840","ns","Wilcoxon","Abundance",0.343263988341346,12,12,"moderate"
"Male","week 5","Marvinbryantia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.714860779326821,1,"0.71486","ns","Wilcoxon","Abundance",0.0786877046116647,13,12,"small"
"Female","week 5","Marvinbryantia","Abundance","Control Vehicle","HFHS Vehicle",0.121393449118069,1,"0.12139","ns","Wilcoxon","Abundance",0.322143970870036,12,12,"moderate"
"Female","week 5","Marvinbryantia","Abundance","Control Vehicle","HFHS FOS+GOS",0.974899115511965,1,"0.97490","ns","Wilcoxon","Abundance",0.0128453219377373,12,12,"small"
"Female","week 5","Marvinbryantia","Abundance","Control Vehicle","HFHS B. longum APC1472",0.146721159966204,1,"0.14672","ns","Wilcoxon","Abundance",0.295718434854086,12,13,"small"
"Female","week 5","Marvinbryantia","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0995714186980899,1,"0.09957","ns","Wilcoxon","Abundance",0.34218238718713,12,12,"moderate"
"Female","week 5","Marvinbryantia","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.134705049840079,1,"0.13471","ns","Wilcoxon","Abundance",0.304599844203436,12,13,"moderate"
"Female","week 5","Marvinbryantia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0832505320531662,1,"0.08325","ns","Wilcoxon","Abundance",0.351924696171667,12,13,"moderate"
"Male","week 10","Merdibacter","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Merdibacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Merdibacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Merdibacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.513856433533076,1,"0.51386","ns","Wilcoxon","Abundance",0.143512230259021,12,12,"small"
"Male","week 10","Merdibacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,13,12,"moderate"
"Female","week 5","Merdibacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 5","Merdibacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 5","Merdibacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Monoglobus","Abundance","Control Vehicle","HFHS Vehicle",0.929118334153381,1,"0.92912","ns","Wilcoxon","Abundance",0.0242102580595686,12,12,"small"
"Female","week 10","Monoglobus","Abundance","Control Vehicle","HFHS FOS+GOS",0.0429135933812884,1,"0.04291","*","Wilcoxon","Abundance",0.420034283706871,12,12,"moderate"
"Female","week 10","Monoglobus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.977784483012863,1,"0.97778","ns","Wilcoxon","Abundance",0.0111386479838528,12,13,"small"
"Female","week 10","Monoglobus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0308126674429737,1,"0.03081","*","Wilcoxon","Abundance",0.447381891744767,12,12,"moderate"
"Female","week 10","Monoglobus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.977943949402002,1,"0.97794","ns","Wilcoxon","Abundance",0.0110586726120859,12,13,"small"
"Female","week 10","Monoglobus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0335115067071856,1,"0.03351","*","Wilcoxon","Abundance",0.431168645997151,12,13,"moderate"
"Male","week 10","Monoglobus","Abundance","Control Vehicle","HFHS Vehicle",0.564101508740836,1,"0.56410","ns","Wilcoxon","Abundance",0.123927018776803,12,12,"small"
"Male","week 10","Monoglobus","Abundance","Control Vehicle","HFHS FOS+GOS",0.442737165330642,1,"0.44274","ns","Wilcoxon","Abundance",0.159656494006449,12,13,"small"
"Male","week 10","Monoglobus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.384899032263962,1,"0.38490","ns","Wilcoxon","Abundance",0.183480531355283,12,12,"small"
"Male","week 10","Monoglobus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.119470986771701,1,"0.11947","ns","Wilcoxon","Abundance",0.317388031081236,12,13,"moderate"
"Male","week 10","Monoglobus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.699890664502701,1,"0.69989","ns","Wilcoxon","Abundance",0.0847359032084902,12,12,"small"
"Male","week 10","Monoglobus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0646632941550608,1,"0.06466","ns","Wilcoxon","Abundance",0.375381096203335,13,12,"moderate"
"Female","week 5","Monoglobus","Abundance","Control Vehicle","HFHS Vehicle",0.197035431009625,1,"0.19704","ns","Wilcoxon","Abundance",0.269751760692482,12,12,"small"
"Female","week 5","Monoglobus","Abundance","Control Vehicle","HFHS FOS+GOS",0.00285558548609658,1,"0.00286","**","Wilcoxon","Abundance",0.616211798923126,12,12,"large"
"Female","week 5","Monoglobus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.119470986771701,1,"0.11947","ns","Wilcoxon","Abundance",0.317388031081236,12,13,"moderate"
