"sex","timepoint","Order",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Male","week 5","Rickettsiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.882139991144658,1,"0.88214","ns","Wilcoxon","Abundance",0.0363153870893529,12,12,"small"
"Male","week 5","Rickettsiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.248858804506461,1,"0.24886","ns","Wilcoxon","Abundance",0.236390763452541,12,13,"small"
"Male","week 5","Rickettsiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Male","week 5","Rickettsiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.304687678193114,1,"0.30469","ns","Wilcoxon","Abundance",0.211151866614376,13,12,"small"
"Female","week 5","Rickettsiales","Abundance","Control Vehicle","HFHS Vehicle",0.622086475449312,1,"0.62209","ns","Wilcoxon","Abundance",0.106530203278349,12,12,"small"
"Female","week 5","Rickettsiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00279776720507332,1,"0.00280","**","Wilcoxon","Abundance",0.616575453011388,12,12,"large"
"Female","week 5","Rickettsiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.661312790493249,1,"0.66131","ns","Wilcoxon","Abundance",0.0930965443059161,12,13,"small"
"Female","week 5","Rickettsiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000963883539869479,0.44,"0.00096","***","Wilcoxon","Abundance",0.680082651674223,12,12,"large"
"Female","week 5","Rickettsiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.219231920177064,1,"0.21923","ns","Wilcoxon","Abundance",0.251174937315332,12,13,"small"
"Female","week 5","Rickettsiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00305656259345161,1,"0.00306","**","Wilcoxon","Abundance",0.598263622074064,12,13,"large"
"Male","week 5","Saccharimonadales","Abundance","Control Vehicle","HFHS Vehicle",0.373985849002745,1,"0.37399","ns","Wilcoxon","Abundance",0.190546555179362,12,12,"small"
"Male","week 5","Saccharimonadales","Abundance","Control Vehicle","HFHS FOS+GOS",0.027842487824363,1,"0.02784","*","Wilcoxon","Abundance",0.44576505174146,12,13,"moderate"
"Male","week 5","Saccharimonadales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.247786834048584,1,"0.24779","ns","Wilcoxon","Abundance",0.244988428087751,12,12,"small"
"Male","week 5","Saccharimonadales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00755860130918919,1,"0.00756","**","Wilcoxon","Abundance",0.540375825867982,12,13,"large"
"Male","week 5","Saccharimonadales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.0122868296795748,12,12,"small"
"Male","week 5","Saccharimonadales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00192855026884153,0.85,"0.00193","**","Wilcoxon","Abundance",0.62634470725607,13,12,"large"
"Female","week 10","Saccharimonadales","Abundance","Control Vehicle","HFHS Vehicle",0.485817671022751,1,"0.48582","ns","Wilcoxon","Abundance",0.149044423250825,12,12,"small"
"Female","week 10","Saccharimonadales","Abundance","Control Vehicle","HFHS FOS+GOS",0.242208228204891,1,"0.24221","ns","Wilcoxon","Abundance",0.245741333835004,12,12,"small"
"Female","week 10","Saccharimonadales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.200383928273432,1,"0.20038","ns","Wilcoxon","Abundance",0.262658155512956,12,13,"small"
"Female","week 10","Saccharimonadales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.589836465027946,1,"0.58984","ns","Wilcoxon","Abundance",0.117373675985357,12,12,"small"
"Female","week 10","Saccharimonadales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.514132510813066,1,"0.51413","ns","Wilcoxon","Abundance",0.137350846072229,12,13,"small"
"Female","week 10","Saccharimonadales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.913298655751301,1,"0.91330","ns","Wilcoxon","Abundance",0.0290343352569771,12,13,"small"
"Male","week 10","Saccharimonadales","Abundance","Control Vehicle","HFHS Vehicle",0.0905208596874356,1,"0.09052","ns","Wilcoxon","Abundance",0.35228681859286,12,12,"moderate"
"Male","week 10","Saccharimonadales","Abundance","Control Vehicle","HFHS FOS+GOS",0.103680167314925,1,"0.10368","ns","Wilcoxon","Abundance",0.331594256782625,12,13,"moderate"
"Male","week 10","Saccharimonadales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.477994997836725,1,"0.47799","ns","Wilcoxon","Abundance",0.151129478149827,12,12,"small"
"Male","week 10","Saccharimonadales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.680300915204747,1,"0.68030","ns","Wilcoxon","Abundance",0.0892780499469486,12,13,"small"
"Male","week 10","Saccharimonadales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.173588562918527,1,"0.17359","ns","Wilcoxon","Abundance",0.284539353478848,12,12,"small"
"Male","week 10","Saccharimonadales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.231141448679665,1,"0.23114","ns","Wilcoxon","Abundance",0.245625375394537,13,12,"small"
"Female","week 5","Saccharimonadales","Abundance","Control Vehicle","HFHS Vehicle",0.349941967275433,1,"0.34994","ns","Wilcoxon","Abundance",0.197374364005044,12,12,"small"
"Female","week 5","Saccharimonadales","Abundance","Control Vehicle","HFHS FOS+GOS",0.236462132349235,1,"0.23646","ns","Wilcoxon","Abundance",0.247854037553605,12,12,"small"
"Female","week 5","Saccharimonadales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.407112531891538,1,"0.40711","ns","Wilcoxon","Abundance",0.171937762776176,12,13,"small"
"Female","week 5","Saccharimonadales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0953916483695426,1,"0.09539","ns","Wilcoxon","Abundance",0.346823692318906,12,12,"moderate"
"Female","week 5","Saccharimonadales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.973808344786604,1,"0.97381","ns","Wilcoxon","Abundance",0.0131329077756478,12,13,"small"
"Female","week 5","Saccharimonadales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.09358806161844,1,"0.09359","ns","Wilcoxon","Abundance",0.341341844747745,12,13,"moderate"
"Male","week 10","Staphylococcales","Abundance","Control Vehicle","HFHS Vehicle",0.247786834048584,1,"0.24779","ns","Wilcoxon","Abundance",0.244988428087751,12,12,"small"
"Male","week 10","Staphylococcales","Abundance","Control Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Staphylococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.0122868296795748,12,12,"small"
"Male","week 10","Staphylococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Male","week 10","Staphylococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.286044781660782,1,"0.28604","ns","Wilcoxon","Abundance",0.226841137118288,12,12,"small"
"Male","week 10","Staphylococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,13,12,"small"
"Female","week 5","Staphylococcales","Abundance","Control Vehicle","HFHS Vehicle",0.0135895356641936,1,"0.01359","*","Wilcoxon","Abundance",0.510061988755667,12,12,"large"
"Female","week 5","Staphylococcales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Female","week 5","Staphylococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.57674292952498,1,"0.57674","ns","Wilcoxon","Abundance",0.11819616998083,12,13,"small"
"Female","week 5","Staphylococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000383391726577478,0.18,"0.00038","***","Wilcoxon","Abundance",0.731672623231324,12,12,"large"
"Female","week 5","Staphylococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.02130841606999,1,"0.02131","*","Wilcoxon","Abundance",0.466180064586604,12,13,"moderate"
"Female","week 5","Staphylococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0216829568880068,1,"0.02168","*","Wilcoxon","Abundance",0.466957885540618,12,13,"moderate"
"Male","week 5","Staphylococcales","Abundance","Control Vehicle","HFHS Vehicle",0.549956572638005,1,"0.54996","ns","Wilcoxon","Abundance",0.128453219377373,12,12,"small"
"Male","week 5","Staphylococcales","Abundance","Control Vehicle","HFHS FOS+GOS",0.017821690065322,1,"0.01782","*","Wilcoxon","Abundance",0.4807279612528,12,13,"moderate"
"Male","week 5","Staphylococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.924796616344562,1,"0.92480","ns","Wilcoxon","Abundance",0.0256906438754745,12,12,"small"
"Male","week 5","Staphylococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0385745864664955,1,"0.03857","*","Wilcoxon","Abundance",0.420997861226167,12,13,"moderate"
"Male","week 5","Staphylococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.698924131151563,1,"0.69892","ns","Wilcoxon","Abundance",0.0855288910688525,12,12,"small"
"Male","week 5","Staphylococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0385745864664955,1,"0.03857","*","Wilcoxon","Abundance",0.420997861226167,13,12,"moderate"
"Female","week 10","Staphylococcales","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Staphylococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Staphylococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Staphylococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 10","Staphylococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 5","Verrucomicrobiales","Abundance","Control Vehicle","HFHS Vehicle",0.0998774027692641,1,"0.09988","ns","Wilcoxon","Abundance",0.341768277573498,12,12,"moderate"
"Male","week 5","Verrucomicrobiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.20116781630321,1,"0.20117","ns","Wilcoxon","Abundance",0.261085580745802,12,13,"small"
"Male","week 5","Verrucomicrobiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.140955219144371,1,"0.14096","ns","Wilcoxon","Abundance",0.306412938514171,12,12,"moderate"
"Male","week 5","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.605343339336507,1,"0.60534","ns","Wilcoxon","Abundance",0.108785658644084,12,13,"small"
"Male","week 5","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.976970255321976,1,"0.97697","ns","Wilcoxon","Abundance",0.0117851130197758,12,12,"small"
"Male","week 5","Verrucomicrobiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.341160626670575,1,"0.34116","ns","Wilcoxon","Abundance",0.195814185559352,13,12,"small"
"Male","week 10","Verrucomicrobiales","Abundance","Control Vehicle","HFHS Vehicle",0.260236202617189,1,"0.26024","ns","Wilcoxon","Abundance",0.235702260395516,12,12,"small"
"Male","week 10","Verrucomicrobiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.399178751652786,1,"0.39918","ns","Wilcoxon","Abundance",0.174057053830535,12,13,"small"
"Male","week 10","Verrucomicrobiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.140955219144371,1,"0.14096","ns","Wilcoxon","Abundance",0.306412938514171,12,12,"moderate"
"Male","week 10","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.341160626670575,1,"0.34116","ns","Wilcoxon","Abundance",0.195814185559352,12,13,"small"
"Male","week 10","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.623604884395689,1,"0.62360","ns","Wilcoxon","Abundance",0.106066017177982,12,12,"small"
"Male","week 10","Verrucomicrobiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.20116781630321,1,"0.20117","ns","Wilcoxon","Abundance",0.261085580745802,13,12,"small"
"Female","week 10","Verrucomicrobiales","Abundance","Control Vehicle","HFHS Vehicle",0.402503823782004,1,"0.40250","ns","Wilcoxon","Abundance",0.176776695296637,12,12,"small"
"Female","week 10","Verrucomicrobiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00426476491403054,1,"0.00426","**","Wilcoxon","Abundance",0.58925565098879,12,12,"large"
"Female","week 10","Verrucomicrobiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.683082518213167,1,"0.68308","ns","Wilcoxon","Abundance",0.0870955492793907,12,13,"small"
"Female","week 10","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.026229387834857,1,"0.02623","*","Wilcoxon","Abundance",0.459619407771256,12,12,"moderate"
"Female","week 10","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.288751619182717,1,"0.28875","ns","Wilcoxon","Abundance",0.217613169999393,12,13,"small"
"Female","week 10","Verrucomicrobiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00600760025190985,1,"0.00601","**","Wilcoxon","Abundance",0.554913583498452,12,13,"large"
"Female","week 5","Verrucomicrobiales","Abundance","Control Vehicle","HFHS Vehicle",0.976965248614044,1,"0.97697","ns","Wilcoxon","Abundance",0.0117876758365985,12,12,"small"
"Female","week 5","Verrucomicrobiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.214394143112433,1,"0.21439","ns","Wilcoxon","Abundance",0.259328868405166,12,12,"small"
"Female","week 5","Verrucomicrobiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.68325554574123,1,"0.68326","ns","Wilcoxon","Abundance",0.0870452679997572,12,13,"small"
"Female","week 5","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.236584093321876,1,"0.23658","ns","Wilcoxon","Abundance",0.247487373415292,12,12,"small"
"Female","week 5","Verrucomicrobiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.462763970575789,1,"0.46276","ns","Wilcoxon","Abundance",0.152299922101718,12,13,"small"
"Female","week 5","Verrucomicrobiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.531631442021847,1,"0.53163","ns","Wilcoxon","Abundance",0.130542790372901,12,13,"small"
